s,kappa,dt,refline/x,refline/y,refline/z,refline/v,inner_edge/x,inner_edge/y,outer_edge/x,outer_edge/y,e_min,e_max,image,image_metadata,seq_num,course_id,name,t
27.0,-0.0013231252702123944,0.09275067299608243,-665.11146247206,-52.0286774278922,61.9692354956642,37.35005696615338,-671.9739756727575,-52.7196504923315,-664.8555172210653,-52.00287671732082,-0.2572429407103602,6.897225230219173,,,1,1,1,0.7842792083287117
28.0,-0.0015654084787272969,0.0924463534708617,-665.2133728132364,-51.0324357695195,61.9692354956642,37.11367675057822,-672.0903828687123,-51.73587765211689,-664.9447075688328,-51.004901461581234,-0.27007341339739394,6.9129170974125875,,,1,1,1,0.812095407951888
29.0,-0.001807691687242199,0.09214203394564098,-665.3152831544129,-50.036194111146806,61.9692354956642,36.87729653500306,-672.206790064667,-50.75210481190228,-665.0338979166003,-50.00692620584165,-0.2829038860844277,6.928608964606002,,,1,1,1,0.8399116075750641
30.0,-0.0020574730731479857,0.09183154677677961,-665.4190681915868,-49.04005720383934,61.9692354956642,36.642059600274585,-672.3225684375266,-49.76975256273436,-665.1283569741471,-49.00933026511552,-0.29233124276616834,6.94197356685494,,,1,1,1,0.867642494175072
31.0,-0.0023285872986752477,0.09150351222996637,-665.5281868701202,-48.044218320646024,61.9692354956642,36.41007537959556,-672.4365577646568,-48.79144199454928,-665.2378058798762,-48.01281350215836,-0.2920764961620554,6.948716937405951,,,1,1,1,0.895130659251435
32.0,-0.0025997015242025102,0.09117547768315314,-665.6373055486536,-47.04837943745271,61.9692354956642,36.17809115891653,-672.550547091787,-47.81313142636421,-665.3472547856052,-47.016296739201195,-0.29182174955794243,6.955460307956963,,,1,1,1,0.922618824327798
33.0,-0.0028708157497297727,0.09084744313633988,-665.7464242271868,-46.052540554259394,61.9692354956642,35.9461069382375,-672.6645364189174,-46.83482085817913,-665.4567036913343,-46.019779976244024,-0.2915670029538295,6.962203678507973,,,1,1,1,0.9501069894041609
34.0,-0.003137593201553903,0.09057237802864113,-665.8654577849595,-45.05744798456065,61.9692354956642,35.72338631806268,-672.7818818006299,-45.862539135926795,-665.560638719864,-45.02184595520853,-0.3068951855622737,6.963210021246863,,,1,1,1,0.977334641973798
35.0,-0.0034041693297035807,0.0902997718922529,-665.9849516157501,-44.062390060565214,61.9692354956642,35.50109573694912,-672.8993829786295,-44.890537287492876,-665.664317780687,-44.023846141576165,-0.3229467659734549,6.9639500370804,,,1,1,1,1.0045502009137728
36.0,-0.0036707454578532583,0.09002716575586467,-666.1044454465406,-43.06733213656978,61.9692354956642,35.278805155835556,-673.0168841566291,-43.91853543905896,-665.7679968415102,-43.025846327943796,-0.3389983463846361,6.9646900529139355,,,1,1,1,1.0317657598537475
37.0,-0.003922313539245864,0.08987522979142616,-666.2325460523182,-42.072988184796024,61.9692354956642,35.065775677786384,-673.1352688991677,-42.949660207817494,-665.8667860579357,-42.0262681056615,-0.368738070490024,6.958270169206857,,,1,1,1,1.0589244676628289
